what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.php.core,2.2.1.v20101001-2300,"org.eclipse.php.core",1362395857416
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1362395857423
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1362395857423
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1362395857424
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1362395857424
started,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1362395857426
started,bundle,org.eclipse.wb.discovery.core,1.5.1.r36x201211260914,"org.eclipse.wb.discovery.core",1362395857426
os,sysinfo,,,"macosx",1362395857430
arch,sysinfo,,,"x86",1362395857430
ws,sysinfo,,,"cocoa",1362395857430
locale,sysinfo,,,"nl_NL",1362395857430
processors,sysinfo,,,"2",1362395857430
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362395857430
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1362395857430
java.specification.name,sysinfo,,,"Java Platform API Specification",1362395857430
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362395857430
java.specification.version,sysinfo,,,"1.6",1362395857430
java.vendor,sysinfo,,,"Apple Inc.",1362395857430
java.version,sysinfo,,,"1.6.0_37",1362395857430
